Feature_Set,Feature_Name,Importance_mean,Importance_std
Disc & Vessel,vessel_pi_H0_px18,0.003955477793046983,0.000874705456518244
Disc & Vessel,vessel_betti_curve_H1_bin4,0.0038909368471132305,0.000479147754876877
Disc & Vessel,cup_betti_curve_H0_bin8,0.003848477161594781,0.0008132240206358914
Disc & Vessel,cup_pi_H0_px10,0.0038462874713904296,0.0015062211498164666
Disc & Vessel,cup_pi_H0_px11,0.0038439673189468128,0.0012294179746873306
Disc & Vessel,cup_pi_H1_px13,0.0037603889439487255,0.0009619010548082485
Disc & Vessel,cup_betti_curve_H0_bin4,0.0035961407755934504,0.0008329430441871099
Disc & Vessel,cup_pi_H0_px7,0.003581775144565651,0.0007378386264429914
Disc & Vessel,cup_pi_H1_px1,0.003559987148079178,0.0010753136151940576
Disc & Vessel,vessel_pi_H1_px5,0.0034595678643068463,0.0007880862274914266
Disc & Vessel,vessel_betti_curve_H1_bin3,0.003333804085598606,0.0009058760331394688
Disc & Vessel,cup_betti_curve_H1_bin4,0.0033090528921318973,0.00039899314150559467
